,orderID,anon_customer,order_date,start_ship_date,anon_rep,anon_product_line,anon_product,Qty (Units),line_item_total,anon_category
393,b22f646c,Customer_20,2022-04-06 11:52 AM,2022-04-11,Sales Rep_1,Product_Line_1,Product_5,2.0,"$2,400.00",Category_1
394,b22f646c,Customer_20,2022-04-06 11:52 AM,2022-04-11,Sales Rep_1,Product_Line_2,Product_12,125.0,$250.00,Category_2
395,b22f646c,Customer_20,2022-04-06 11:52 AM,2022-04-11,Sales Rep_1,Product_Line_1,Product_55,1.0,"$1,500.00",Category_1
396,b22f646c,Customer_20,2022-04-06 11:52 AM,2022-04-11,Sales Rep_1,Product_Line_1,Product_53,125.0,$250.00,Category_2
397,b450bb34,Customer_47,2022-04-07 11:06 AM,2022-04-13,Sales Rep_1,Product_Line_2,Product_42,100.0,$420.00,Category_2
398,b450bb34,Customer_47,2022-04-07 11:06 AM,2022-04-13,Sales Rep_1,Product_Line_2,Product_56,100.0,$420.00,Category_2
399,b450bb34,Customer_47,2022-04-07 11:06 AM,2022-04-13,Sales Rep_1,Product_Line_2,Product_12,100.0,$420.00,Category_2
400,b450bb34,Customer_47,2022-04-07 11:06 AM,2022-04-13,Sales Rep_1,Product_Line_2,Product_65,100.0,$420.00,Category_2
401,b450bb34,Customer_47,2022-04-07 11:06 AM,2022-04-13,Sales Rep_1,Product_Line_4,Product_17,23.0,$414.00,Category_3
402,b450bb34,Customer_47,2022-04-07 11:06 AM,2022-04-13,Sales Rep_1,Product_Line_4,Product_66,24.0,$384.00,Category_3
403,b450bb34,Customer_47,2022-04-07 11:06 AM,2022-04-13,Sales Rep_1,Product_Line_4,Product_67,150.0,"$1,687.50",Category_5
404,705400ff,Customer_24,2022-04-11 08:26 AM,2022-04-14,Sales Rep_1,Product_Line_1,Product_45,0.5,$825.00,Category_1
405,705400ff,Customer_24,2022-04-11 08:26 AM,2022-04-14,Sales Rep_1,Product_Line_1,Product_5,0.5,$850.00,Category_1
406,705400ff,Customer_24,2022-04-11 08:26 AM,2022-04-14,Sales Rep_1,Product_Line_1,Product_55,1.0,$0.01,Category_1
407,b450bb34,Customer_47,2022-04-07 11:06 AM,2022-04-13,Sales Rep_1,Product_Line_1,Product_19,3.0,"$3,300.00",Category_1
408,93eaf32c,Customer_47,2022-04-25 07:44 AM,2022-04-26,Sales Rep_1,Product_Line_1,Product_44,2.0,"$2,200.00",Category_1
409,93eaf32c,Customer_47,2022-04-25 07:44 AM,2022-04-26,Sales Rep_1,Product_Line_1,Product_19,2.0,"$2,200.00",Category_1
410,7a5e559c,Customer_60,2022-04-27 01:53 PM,2022-04-27,Sales Rep_1,Product_Line_2,Product_27,100.0,$420.00,Category_2
411,7a5e559c,Customer_60,2022-04-27 01:53 PM,2022-04-27,Sales Rep_1,Product_Line_2,Product_56,100.0,$420.00,Category_2
412,7a5e559c,Customer_60,2022-04-27 01:53 PM,2022-04-27,Sales Rep_1,Product_Line_2,Product_12,100.0,$420.00,Category_2
413,4c276789,Customer_64,2022-05-04 08:40 AM,2022-05-11,Sales Rep_3,Product_Line_3,Product_50,100.0,"$1,200.00",Category_1
414,4c276789,Customer_64,2022-05-04 08:40 AM,2022-05-11,Sales Rep_3,Product_Line_3,Product_64,100.0,"$1,200.00",Category_1
415,4c276789,Customer_64,2022-05-04 08:40 AM,2022-05-11,Sales Rep_3,Product_Line_3,Product_11,100.0,"$1,200.00",Category_1
416,4c276789,Customer_64,2022-05-04 08:40 AM,2022-05-11,Sales Rep_3,Product_Line_2,Product_42,100.0,$420.00,Category_2
417,4c276789,Customer_64,2022-05-04 08:40 AM,2022-05-11,Sales Rep_3,Product_Line_2,Product_56,100.0,$420.00,Category_2
418,4c276789,Customer_64,2022-05-04 08:40 AM,2022-05-11,Sales Rep_3,Product_Line_2,Product_12,100.0,$420.00,Category_2
419,7cfc671e,Customer_65,2022-05-04 09:13 AM,2022-05-11,Sales Rep_3,Product_Line_3,Product_50,100.0,"$1,200.00",Category_1
420,7cfc671e,Customer_65,2022-05-04 09:13 AM,2022-05-11,Sales Rep_3,Product_Line_2,Product_42,100.0,$420.00,Category_2
421,7cfc671e,Customer_65,2022-05-04 09:13 AM,2022-05-11,Sales Rep_3,Product_Line_3,Product_64,100.0,"$1,200.00",Category_1
422,7cfc671e,Customer_65,2022-05-04 09:13 AM,2022-05-11,Sales Rep_3,Product_Line_2,Product_56,100.0,$420.00,Category_2
423,7cfc671e,Customer_65,2022-05-04 09:13 AM,2022-05-11,Sales Rep_3,Product_Line_3,Product_11,100.0,"$1,200.00",Category_1
424,7cfc671e,Customer_65,2022-05-04 09:13 AM,2022-05-11,Sales Rep_3,Product_Line_2,Product_12,100.0,$420.00,Category_2
425,a2bc4d1f,Customer_66,2022-05-04 09:16 AM,2022-05-11,Sales Rep_3,Product_Line_3,Product_50,100.0,"$1,200.00",Category_1
426,a2bc4d1f,Customer_66,2022-05-04 09:16 AM,2022-05-11,Sales Rep_3,Product_Line_2,Product_42,100.0,$420.00,Category_2
427,a2bc4d1f,Customer_66,2022-05-04 09:16 AM,2022-05-11,Sales Rep_3,Product_Line_3,Product_64,100.0,"$1,200.00",Category_1
428,a2bc4d1f,Customer_66,2022-05-04 09:16 AM,2022-05-11,Sales Rep_3,Product_Line_2,Product_56,100.0,$420.00,Category_2
429,a2bc4d1f,Customer_66,2022-05-04 09:16 AM,2022-05-11,Sales Rep_3,Product_Line_2,Product_27,100.0,$420.00,Category_2
430,a2bc4d1f,Customer_66,2022-05-04 09:16 AM,2022-05-11,Sales Rep_3,Product_Line_3,Product_11,100.0,"$1,200.00",Category_1
431,a2bc4d1f,Customer_66,2022-05-04 09:16 AM,2022-05-11,Sales Rep_3,Product_Line_2,Product_12,100.0,$420.00,Category_2
432,4c276789,Customer_64,2022-05-04 08:40 AM,2022-05-11,Sales Rep_3,Product_Line_2,Product_27,100.0,$420.00,Category_2
433,7cfc671e,Customer_65,2022-05-04 09:13 AM,2022-05-11,Sales Rep_3,Product_Line_2,Product_27,100.0,$420.00,Category_2
434,a6419f84,Customer_67,2022-05-04 02:59 PM,2022-05-06,Sales Rep_1,Product_Line_1,Product_45,10.3,"$7,210.00",Category_1
435,a6419f84,Customer_67,2022-05-04 02:59 PM,2022-05-06,Sales Rep_1,Product_Line_1,Product_44,5.8,"$4,060.00",Category_1
436,a6419f84,Customer_67,2022-05-04 02:59 PM,2022-05-06,Sales Rep_1,Product_Line_1,Product_5,7.9,"$5,530.00",Category_1
437,a6419f84,Customer_67,2022-05-04 02:59 PM,2022-05-06,Sales Rep_1,Product_Line_1,Product_46,10.2,"$7,140.00",Category_1
438,524eb6b4,Customer_68,2022-05-09 08:55 AM,2022-05-10,Sales Rep_1,Product_Line_1,Product_45,1.0,"$1,100.00",Category_1
439,524eb6b4,Customer_68,2022-05-09 08:55 AM,2022-05-10,Sales Rep_1,Product_Line_1,Product_44,1.0,"$1,100.00",Category_1
440,524eb6b4,Customer_68,2022-05-09 08:55 AM,2022-05-10,Sales Rep_1,Product_Line_1,Product_1,1.0,"$1,100.00",Category_1
441,524eb6b4,Customer_68,2022-05-09 08:55 AM,2022-05-10,Sales Rep_1,Product_Line_1,Product_37,1.0,"$1,000.00",Category_1
442,524eb6b4,Customer_68,2022-05-09 08:55 AM,2022-05-10,Sales Rep_1,Product_Line_1,Product_19,1.0,"$1,100.00",Category_1
443,524eb6b4,Customer_68,2022-05-09 08:55 AM,2022-05-10,Sales Rep_1,Product_Line_1,Product_5,1.0,"$1,100.00",Category_1
444,524eb6b4,Customer_68,2022-05-09 08:55 AM,2022-05-10,Sales Rep_1,Product_Line_1,Product_55,1.0,"$1,300.00",Category_1
445,de9666cc,Customer_31,2022-05-09 12:37 PM,2022-05-11,Sales Rep_1,Product_Line_1,Product_44,3.0,"$2,850.00",Category_1
446,de9666cc,Customer_31,2022-05-09 12:37 PM,2022-05-11,Sales Rep_1,Product_Line_1,Product_1,4.0,"$3,800.00",Category_1
447,de9666cc,Customer_31,2022-05-09 12:37 PM,2022-05-11,Sales Rep_1,Product_Line_1,Product_37,3.0,"$2,850.00",Category_1
448,de9666cc,Customer_31,2022-05-09 12:37 PM,2022-05-11,Sales Rep_1,Product_Line_4,Product_67,25.0,$375.00,Category_5
449,51017794,Customer_69,2022-05-09 07:50 PM,2022-05-11,Sales Rep_1,Product_Line_1,Product_45,1.0,"$1,100.00",Category_1
450,51017794,Customer_69,2022-05-09 07:50 PM,2022-05-11,Sales Rep_1,Product_Line_1,Product_44,1.0,"$1,000.00",Category_1
451,51017794,Customer_69,2022-05-09 07:50 PM,2022-05-11,Sales Rep_1,Product_Line_1,Product_1,1.0,"$1,200.00",Category_1
452,51017794,Customer_69,2022-05-09 07:50 PM,2022-05-11,Sales Rep_1,Product_Line_1,Product_37,1.0,"$1,000.00",Category_1
453,51017794,Customer_69,2022-05-09 07:50 PM,2022-05-11,Sales Rep_1,Product_Line_1,Product_19,1.0,"$1,000.00",Category_1
454,51017794,Customer_69,2022-05-09 07:50 PM,2022-05-11,Sales Rep_1,Product_Line_1,Product_55,1.0,"$1,300.00",Category_1
455,51017794,Customer_69,2022-05-09 07:50 PM,2022-05-11,Sales Rep_1,Product_Line_1,Product_5,1.0,"$1,200.00",Category_1
456,93655402,Customer_20,2022-05-11 12:05 PM,2022-05-13,Sales Rep_1,Product_Line_1,Product_45,1.0,"$1,100.00",Category_1
457,93655402,Customer_20,2022-05-11 12:05 PM,2022-05-13,Sales Rep_1,Product_Line_1,Product_44,1.0,"$1,000.00",Category_1
458,93655402,Customer_20,2022-05-11 12:05 PM,2022-05-13,Sales Rep_1,Product_Line_1,Product_1,1.0,"$1,200.00",Category_1
459,93655402,Customer_20,2022-05-11 12:05 PM,2022-05-13,Sales Rep_1,Product_Line_1,Product_37,1.0,"$1,000.00",Category_1
460,93655402,Customer_20,2022-05-11 12:05 PM,2022-05-13,Sales Rep_1,Product_Line_1,Product_19,1.1,"$1,100.00",Category_1
461,93655402,Customer_20,2022-05-11 12:05 PM,2022-05-13,Sales Rep_1,Product_Line_1,Product_5,1.0,"$1,200.00",Category_1
462,93655402,Customer_20,2022-05-11 12:05 PM,2022-05-13,Sales Rep_1,Product_Line_1,Product_55,1.0,"$1,400.00",Category_1
463,93655402,Customer_20,2022-05-11 12:05 PM,2022-05-13,Sales Rep_1,Product_Line_1,Product_5,0.01,$1.50,Category_1
464,ea1ae3e7,Customer_70,2022-05-13 03:19 PM,2022-05-17,Sales Rep_1,Product_Line_1,Product_5,1.0,"$1,200.00",Category_1
465,ea1ae3e7,Customer_70,2022-05-13 03:19 PM,2022-05-17,Sales Rep_1,Product_Line_1,Product_45,1.0,"$1,100.00",Category_1
466,ea1ae3e7,Customer_70,2022-05-13 03:19 PM,2022-05-17,Sales Rep_1,Product_Line_1,Product_55,1.0,"$1,300.00",Category_1
467,a0550c4d,Customer_46,2022-05-17 05:57 PM,2022-05-20,Sales Rep_3,Product_Line_1,Product_45,1.0,"$1,100.00",Category_1
468,a0550c4d,Customer_46,2022-05-17 05:57 PM,2022-05-20,Sales Rep_3,Product_Line_1,Product_44,2.0,"$1,800.00",Category_1
469,a0550c4d,Customer_46,2022-05-17 05:57 PM,2022-05-20,Sales Rep_3,Product_Line_1,Product_5,1.0,"$1,200.00",Category_1
470,a0550c4d,Customer_46,2022-05-17 05:57 PM,2022-05-20,Sales Rep_3,Product_Line_1,Product_55,1.0,"$1,400.00",Category_1
471,266be94d,Customer_71,2022-05-18 10:20 AM,2022-05-23,Sales Rep_1,Product_Line_3,Product_50,100.0,"$1,200.00",Category_1
472,266be94d,Customer_71,2022-05-18 10:20 AM,2022-05-23,Sales Rep_1,Product_Line_2,Product_42,100.0,$500.00,Category_2
473,266be94d,Customer_71,2022-05-18 10:20 AM,2022-05-23,Sales Rep_1,Product_Line_3,Product_64,100.0,"$1,200.00",Category_1
474,266be94d,Customer_71,2022-05-18 10:20 AM,2022-05-23,Sales Rep_1,Product_Line_2,Product_56,100.0,$500.00,Category_2
475,266be94d,Customer_71,2022-05-18 10:20 AM,2022-05-23,Sales Rep_1,Product_Line_3,Product_11,100.0,"$1,500.00",Category_1
476,266be94d,Customer_71,2022-05-18 10:20 AM,2022-05-23,Sales Rep_1,Product_Line_2,Product_12,100.0,$500.00,Category_2
477,266be94d,Customer_71,2022-05-18 10:20 AM,2022-05-23,Sales Rep_1,Product_Line_1,Product_52,100.0,"$1,800.00",Category_1
478,266be94d,Customer_71,2022-05-18 10:20 AM,2022-05-23,Sales Rep_1,Product_Line_1,Product_53,100.0,$600.00,Category_2
479,266be94d,Customer_71,2022-05-18 10:20 AM,2022-05-23,Sales Rep_1,Product_Line_3,Product_68,100.0,"$1,200.00",Category_1
480,266be94d,Customer_71,2022-05-18 10:20 AM,2022-05-23,Sales Rep_1,Product_Line_2,Product_69,100.0,$500.00,Category_1
481,115929b5,Customer_31,2022-05-19 01:40 PM,2022-05-20,Sales Rep_1,Product_Line_1,Product_55,2.0,"$2,800.00",Category_1
482,115929b5,Customer_31,2022-05-19 01:40 PM,2022-05-20,Sales Rep_1,Product_Line_1,Product_5,2.0,"$2,400.00",Category_1
483,115929b5,Customer_31,2022-05-19 01:40 PM,2022-05-20,Sales Rep_1,Product_Line_1,Product_55,1.0,$0.01,Category_1
484,365a9d3d,Customer_64,2022-05-20 02:28 PM,2022-05-25,Sales Rep_3,Product_Line_3,Product_50,200.0,"$2,400.00",Category_1
485,365a9d3d,Customer_64,2022-05-20 02:28 PM,2022-05-25,Sales Rep_3,Product_Line_3,Product_64,50.0,$600.00,Category_1
486,365a9d3d,Customer_64,2022-05-20 02:28 PM,2022-05-25,Sales Rep_3,Product_Line_3,Product_11,200.0,"$3,000.00",Category_1
487,365a9d3d,Customer_64,2022-05-20 02:28 PM,2022-05-25,Sales Rep_3,Product_Line_1,Product_52,200.0,"$3,600.00",Category_1
488,ae77c041,Customer_72,2022-06-01 08:35 AM,2022-06-02,Sales Rep_1,Product_Line_3,Product_50,128.0,"$1,664.00",Category_1
489,ae77c041,Customer_72,2022-06-01 08:35 AM,2022-06-02,Sales Rep_1,Product_Line_2,Product_42,150.0,$750.00,Category_2
490,ae77c041,Customer_72,2022-06-01 08:35 AM,2022-06-02,Sales Rep_1,Product_Line_3,Product_11,128.0,"$1,664.00",Category_1
491,ae77c041,Customer_72,2022-06-01 08:35 AM,2022-06-02,Sales Rep_1,Product_Line_2,Product_12,150.0,$750.00,Category_2
492,3d6ae820,Customer_73,2022-06-01 01:52 PM,2022-06-02,Sales Rep_1,Product_Line_1,Product_45,1.0,"$1,100.00",Category_1
493,3d6ae820,Customer_73,2022-06-01 01:52 PM,2022-06-02,Sales Rep_1,Product_Line_1,Product_44,1.0,"$1,000.00",Category_1
494,8a1dcdab,Customer_68,2022-06-02 08:48 AM,2022-06-02,Sales Rep_1,Product_Line_1,Product_47,1.0,"$1,200.00",Category_1
495,8a1dcdab,Customer_68,2022-06-02 08:48 AM,2022-06-02,Sales Rep_1,Product_Line_3,Product_70,50.0,$200.00,Category_2
496,8a1dcdab,Customer_68,2022-06-02 08:48 AM,2022-06-02,Sales Rep_1,Product_Line_1,Product_71,50.0,$250.00,Category_2
497,56bc2d92,Customer_74,2022-06-06 08:54 AM,2022-06-07,Sales Rep_1,Product_Line_1,Product_45,2.0,"$2,200.00",Category_1
498,56bc2d92,Customer_74,2022-06-06 08:54 AM,2022-06-07,Sales Rep_1,Product_Line_1,Product_37,2.0,"$2,000.00",Category_1
499,56bc2d92,Customer_74,2022-06-06 08:54 AM,2022-06-07,Sales Rep_1,Product_Line_1,Product_44,2.0,"$2,000.00",Category_1
500,56bc2d92,Customer_74,2022-06-06 08:54 AM,2022-06-07,Sales Rep_1,Product_Line_1,Product_5,2.0,"$2,400.00",Category_1
501,56bc2d92,Customer_74,2022-06-06 08:54 AM,2022-06-07,Sales Rep_1,Product_Line_1,Product_55,2.0,"$2,800.00",Category_1
502,357d9c1f,Customer_47,2022-06-06 11:22 AM,2022-06-07,Sales Rep_1,Product_Line_1,Product_37,2.0,"$2,000.00",Category_1
503,357d9c1f,Customer_47,2022-06-06 11:22 AM,2022-06-07,Sales Rep_1,Product_Line_1,Product_47,2.0,"$2,400.00",Category_1
504,8f600fe1,Customer_75,2022-06-07 11:40 AM,2022-06-13,Sales Rep_3,Product_Line_1,Product_45,1.0,"$1,000.00",Category_1
505,8f600fe1,Customer_75,2022-06-07 11:40 AM,2022-06-13,Sales Rep_3,Product_Line_1,Product_44,1.0,"$1,000.00",Category_1
506,8f600fe1,Customer_75,2022-06-07 11:40 AM,2022-06-13,Sales Rep_3,Product_Line_1,Product_37,1.0,"$1,000.00",Category_1
507,8f600fe1,Customer_75,2022-06-07 11:40 AM,2022-06-13,Sales Rep_3,Product_Line_1,Product_5,1.0,"$1,200.00",Category_1
508,8f600fe1,Customer_75,2022-06-07 11:40 AM,2022-06-13,Sales Rep_3,Product_Line_1,Product_1,1.0,"$1,100.00",Category_1
509,3ffa59ca,Customer_66,2022-06-09 11:28 AM,2022-06-15,Sales Rep_3,Product_Line_3,Product_68,64.0,$832.00,Category_1
510,3ffa59ca,Customer_66,2022-06-09 11:28 AM,2022-06-15,Sales Rep_3,Product_Line_1,Product_52,64.0,"$1,024.00",Category_1
511,3ffa59ca,Customer_66,2022-06-09 11:28 AM,2022-06-15,Sales Rep_3,Product_Line_3,Product_72,43.0,$559.00,Category_1
512,3ffa59ca,Customer_66,2022-06-09 11:28 AM,2022-06-15,Sales Rep_3,Product_Line_2,Product_42,100.0,$500.00,Category_2
513,3ffa59ca,Customer_66,2022-06-09 11:28 AM,2022-06-15,Sales Rep_3,Product_Line_2,Product_69,100.0,$500.00,Category_1
514,3ffa59ca,Customer_66,2022-06-09 11:28 AM,2022-06-15,Sales Rep_3,Product_Line_2,Product_12,100.0,$500.00,Category_2
515,3ffa59ca,Customer_66,2022-06-09 11:28 AM,2022-06-15,Sales Rep_3,Product_Line_1,Product_53,100.0,$600.00,Category_2
516,3ffa59ca,Customer_66,2022-06-09 11:28 AM,2022-06-15,Sales Rep_3,Product_Line_3,Product_73,100.0,$500.00,Category_1
517,9da411a9,Customer_65,2022-06-14 08:31 AM,2022-06-21,Sales Rep_3,Product_Line_2,Product_74,100.0,$500.00,Category_2
518,9da411a9,Customer_65,2022-06-14 08:31 AM,2022-06-21,Sales Rep_3,Product_Line_2,Product_75,100.0,$500.00,Category_2
519,9da411a9,Customer_65,2022-06-14 08:31 AM,2022-06-21,Sales Rep_3,Product_Line_2,Product_76,100.0,$500.00,Category_2
520,9da411a9,Customer_65,2022-06-14 08:31 AM,2022-06-21,Sales Rep_3,Product_Line_2,Product_77,100.0,$600.00,Category_2
521,9da411a9,Customer_65,2022-06-14 08:31 AM,2022-06-21,Sales Rep_3,Product_Line_3,Product_78,64.0,$832.00,Category_1
522,9da411a9,Customer_65,2022-06-14 08:31 AM,2022-06-21,Sales Rep_3,Product_Line_3,Product_79,64.0,$832.00,Category_1
523,9da411a9,Customer_65,2022-06-14 08:31 AM,2022-06-21,Sales Rep_3,Product_Line_3,Product_80,64.0,$832.00,Category_1
524,9da411a9,Customer_65,2022-06-14 08:31 AM,2022-06-21,Sales Rep_3,Product_Line_3,Product_81,64.0,"$1,024.00",Category_1
525,dccea4c3,Customer_76,2022-06-20 03:48 PM,2022-06-21,Sales Rep_1,Product_Line_7,Product_52,64.0,"$1,152.00",Category_1
526,dccea4c3,Customer_76,2022-06-20 03:48 PM,2022-06-21,Sales Rep_1,Product_Line_7,Product_82,100.0,$500.00,Category_1
527,dccea4c3,Customer_76,2022-06-20 03:48 PM,2022-06-21,Sales Rep_1,Product_Line_7,Product_83,100.0,$600.00,Category_1
528,e77b09b1,Customer_77,2022-06-21 09:36 AM,2022-06-22,Sales Rep_1,Product_Line_6,Product_84,2.0,"$2,400.00",Category_1
529,e77b09b1,Customer_77,2022-06-21 09:36 AM,2022-06-22,Sales Rep_1,Product_Line_7,Product_85,2.0,"$2,400.00",Category_1
530,e77b09b1,Customer_77,2022-06-21 09:36 AM,2022-06-22,Sales Rep_1,Product_Line_7,Product_86,2.0,"$2,400.00",Category_1
531,e77b09b1,Customer_77,2022-06-21 09:36 AM,2022-06-22,Sales Rep_1,Product_Line_7,Product_87,2.0,"$2,400.00",Category_1
532,7434fa93,Customer_78,2022-06-21 10:57 AM,2022-06-23,Sales Rep_1,Product_Line_6,Product_84,0.5,$600.00,Category_1
533,7434fa93,Customer_78,2022-06-21 10:57 AM,2022-06-23,Sales Rep_1,Product_Line_6,Product_88,50.0,$200.00,Category_1
534,7434fa93,Customer_78,2022-06-21 10:57 AM,2022-06-23,Sales Rep_1,Product_Line_7,Product_89,0.5,$600.00,Category_1
535,7434fa93,Customer_78,2022-06-21 10:57 AM,2022-06-23,Sales Rep_1,Product_Line_7,Product_90,50.0,$200.00,Category_1
536,7434fa93,Customer_78,2022-06-21 10:57 AM,2022-06-23,Sales Rep_1,Product_Line_7,Product_91,1.0,"$1,300.00",Category_1
537,7434fa93,Customer_78,2022-06-21 10:57 AM,2022-06-23,Sales Rep_1,Product_Line_7,Product_92,100.0,$400.00,Category_1
538,f31f2d12,Customer_79,2022-06-23 10:30 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_93,50.0,$250.00,Category_1
539,f31f2d12,Customer_79,2022-06-23 10:30 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_94,50.0,$250.00,Category_1
540,f31f2d12,Customer_79,2022-06-23 10:30 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_95,50.0,$250.00,Category_1
541,f31f2d12,Customer_79,2022-06-23 10:30 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_90,50.0,$275.00,Category_1
542,f31f2d12,Customer_79,2022-06-23 10:30 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_92,50.0,$300.00,Category_1
543,f31f2d12,Customer_79,2022-06-23 10:30 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_91,1.0,$0.01,Category_1
544,f477c902,Customer_67,2022-06-29 01:39 PM,2022-07-01,Sales Rep_3,Product_Line_7,Product_91,5.0,"$4,500.00",Category_1
545,f0ad0863,Customer_80,2022-06-29 01:46 PM,2022-07-06,Sales Rep_1,Product_Line_7,Product_91,5.0,"$4,500.00",Category_1
546,07b6b7a1,Customer_81,2022-06-29 01:47 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_87,1.0,"$1,100.00",Category_1
547,07b6b7a1,Customer_81,2022-06-29 01:47 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_86,1.0,"$1,050.00",Category_1
548,07b6b7a1,Customer_81,2022-06-29 01:47 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_85,1.0,"$1,200.00",Category_1
549,07b6b7a1,Customer_81,2022-06-29 01:47 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_89,1.0,"$1,200.00",Category_1
550,07b6b7a1,Customer_81,2022-06-29 01:47 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_91,1.0,"$1,200.00",Category_1
551,34d7c9bb,Customer_82,2022-06-29 01:49 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_87,2.0,"$2,200.00",Category_1
552,34d7c9bb,Customer_82,2022-06-29 01:49 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_85,2.0,"$2,400.00",Category_1
553,34d7c9bb,Customer_82,2022-06-29 01:49 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_86,2.0,"$2,100.00",Category_1
554,34d7c9bb,Customer_82,2022-06-29 01:49 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_89,2.0,"$2,400.00",Category_1
555,34d7c9bb,Customer_82,2022-06-29 01:49 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_91,2.0,"$2,400.00",Category_1
556,aa4a3cd5,Customer_83,2022-06-29 02:39 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_87,2.0,"$2,200.00",Category_1
557,aa4a3cd5,Customer_83,2022-06-29 02:39 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_86,2.0,"$2,100.00",Category_1
558,aa4a3cd5,Customer_83,2022-06-29 02:39 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_85,2.0,"$2,400.00",Category_1
559,aa4a3cd5,Customer_83,2022-06-29 02:39 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_89,2.0,"$2,400.00",Category_1
560,aa4a3cd5,Customer_83,2022-06-29 02:39 PM,2022-06-30,Sales Rep_1,Product_Line_7,Product_91,2.0,"$2,400.00",Category_1
561,7f578a16,Customer_84,2022-06-30 02:12 PM,2022-07-05,Sales Rep_1,Product_Line_7,Product_91,1.0,"$1,200.00",Category_1
562,7f578a16,Customer_84,2022-06-30 02:12 PM,2022-07-05,Sales Rep_1,Product_Line_7,Product_89,1.0,"$1,200.00",Category_1
563,7f578a16,Customer_84,2022-06-30 02:12 PM,2022-07-05,Sales Rep_1,Product_Line_7,Product_87,1.0,"$1,100.00",Category_1
564,15d156de,Customer_85,2022-07-01 01:24 PM,2022-07-01,Sales Rep_1,Product_Line_7,Product_91,5.0,"$4,500.00",Category_1
565,cec7190a,Customer_66,2022-07-05 11:50 AM,2022-07-07,Sales Rep_3,Product_Line_7,Product_91,1.0,$0.01,Category_1
566,3df7fa29,Customer_54,2022-07-11 12:25 PM,2022-07-13,Sales Rep_3,Product_Line_7,Product_93,200.0,"$1,000.00",Category_1
567,d30f5bc7,Customer_86,2022-07-19 08:45 AM,2022-08-19,Sales Rep_1,Product_Line_7,Product_87,8.0,"$7,200.00",Category_1
568,d30f5bc7,Customer_86,2022-07-19 08:45 AM,2022-08-19,Sales Rep_1,Product_Line_7,Product_91,8.0,"$7,200.00",Category_1
569,602d4cf9,Customer_20,2022-07-19 10:10 AM,2022-07-26,Sales Rep_1,Product_Line_7,Product_92,100.0,$600.00,Category_1
570,602d4cf9,Customer_20,2022-07-19 10:10 AM,2022-07-26,Sales Rep_1,Product_Line_7,Product_90,100.0,$600.00,Category_1
571,602d4cf9,Customer_20,2022-07-19 10:10 AM,2022-07-26,Sales Rep_1,Product_Line_7,Product_95,100.0,$500.00,Category_1
572,602d4cf9,Customer_20,2022-07-19 10:10 AM,2022-07-26,Sales Rep_1,Product_Line_7,Product_94,100.0,$500.00,Category_1
573,602d4cf9,Customer_20,2022-07-19 10:10 AM,2022-07-26,Sales Rep_1,Product_Line_7,Product_93,100.0,$500.00,Category_1
574,602d4cf9,Customer_20,2022-07-19 10:10 AM,2022-07-26,Sales Rep_1,Product_Line_7,Product_91,2.0,"$3,000.00",Category_1
575,602d4cf9,Customer_20,2022-07-19 10:10 AM,2022-07-26,Sales Rep_1,Product_Line_7,Product_89,2.0,"$3,000.00",Category_1
576,602d4cf9,Customer_20,2022-07-19 10:10 AM,2022-07-26,Sales Rep_1,Product_Line_7,Product_86,2.0,"$2,800.00",Category_1
577,602d4cf9,Customer_20,2022-07-19 10:10 AM,2022-07-26,Sales Rep_1,Product_Line_7,Product_87,2.0,"$2,500.00",Category_1
578,a2191d28,Customer_84,2022-07-20 12:42 PM,2022-07-21,Sales Rep_1,Product_Line_7,Product_87,1.5,"$1,575.00",Category_1
579,a2191d28,Customer_84,2022-07-20 12:42 PM,2022-07-21,Sales Rep_1,Product_Line_7,Product_96,1.0,"$1,200.00",Category_1
580,a2191d28,Customer_84,2022-07-20 12:42 PM,2022-07-21,Sales Rep_1,Product_Line_7,Product_97,1.0,"$1,250.00",Category_1
581,a2191d28,Customer_84,2022-07-20 12:42 PM,2022-07-21,Sales Rep_1,Product_Line_7,Product_91,1.0,"$1,300.00",Category_1
